practical_third,condition,signatory_id,AgtId,agt_dat,signatory_type,id_paax,actor_name,abbreviation,type,actor_type,un_type,country_based,iso3c,gwno,region_pax,region_geo,description,actor_id,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,short_agt_name,PP,PPName,Con,agt_type,stage_label,date,year,agt_description,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html,Loc1ISO,Loc2ISO,UcdpCon,global_actor
1,C4,7465,2094,"Joint Statement by Iran, Russia, and Turkey on the International Meeting on Syria in Astana (15/09/2017)",party,CON_289,Iran (Islamic Republic of),IRN,CON,Country/State,,Iran,IRN,630,Middle East and North Africa,Asia,Iran (Islamic Republic of) (IRN) is a Country/State actor (Iran). ,289,114,Government of Iran,https://ucdp.uu.se/actor/114,Government of Iran (1989-),Government of Iran (1989-),"Implementation, 15 September 2017",115,Syrian peace process,Syria,Interstate/mixed,Implementation,2017-09-15,2017,,https://pax.peaceagreements.org/agreements/2094/,https://pax.peaceagreements.org/media/documents/ag2094_5be55e904c1d6.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2094/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2094_5be55e904c1d6.pdf"" target=""_blank"">View agreement PDF</a>",SYR,,299,Russia
1,C4,7470,2095,"Joint Statement by Iran, Russia, and Turkey on the International Meeting on Syria in Astana, 30-31 October 2017 (31/10/2017)",party,CON_562,Turkey,TUR,CON,Country/State,,Turkey,TUR,640,Europe and Eurasia,Asia,Turkey (TUR) is a Country/State actor (Turkey). ,562,115,Government of Turkey,https://ucdp.uu.se/actor/115,Government of Turkey (2016-),Government of Turkey (2002-2016) | Government of Turkey (2016-),"Pre-negotiation, 31 October 2017",115,Syrian peace process,Syria,Interstate/mixed,Pre-negotiation,2017-10-31,2017,"An agreement between Iran, Russia, and Turkey, where they make commitments to each other as to how they will support ending of the conflict, including emphasising the confidence-building measure that parties need to undertake, such as release of detainees.",https://pax.peaceagreements.org/agreements/2095/,https://pax.peaceagreements.org/media/documents/ag2095_5be55f4ba689e.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2095/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2095_5be55f4ba689e.pdf"" target=""_blank"">View agreement PDF</a>",SYR,,299,Russia
1,C4,7468,2095,"Joint Statement by Iran, Russia, and Turkey on the International Meeting on Syria in Astana, 30-31 October 2017 (31/10/2017)",party,CON_289,Iran (Islamic Republic of),IRN,CON,Country/State,,Iran,IRN,630,Middle East and North Africa,Asia,Iran (Islamic Republic of) (IRN) is a Country/State actor (Iran). ,289,114,Government of Iran,https://ucdp.uu.se/actor/114,Government of Iran (1989-),Government of Iran (1989-),"Pre-negotiation, 31 October 2017",115,Syrian peace process,Syria,Interstate/mixed,Pre-negotiation,2017-10-31,2017,"An agreement between Iran, Russia, and Turkey, where they make commitments to each other as to how they will support ending of the conflict, including emphasising the confidence-building measure that parties need to undertake, such as release of detainees.",https://pax.peaceagreements.org/agreements/2095/,https://pax.peaceagreements.org/media/documents/ag2095_5be55f4ba689e.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2095/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2095_5be55f4ba689e.pdf"" target=""_blank"">View agreement PDF</a>",SYR,,299,Russia
1,C4,7469,2095,"Joint Statement by Iran, Russia, and Turkey on the International Meeting on Syria in Astana, 30-31 October 2017 (31/10/2017)",party,CON_21,Russia,RUS,CON,Country/State,P5,Russia,RUS,365,Europe and Eurasia,Europe,Russia (RUS) is a Country/State actor (Russia). ,21,57,Government of Russia (Soviet Union),https://ucdp.uu.se/actor/57,Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,"Pre-negotiation, 31 October 2017",115,Syrian peace process,Syria,Interstate/mixed,Pre-negotiation,2017-10-31,2017,"An agreement between Iran, Russia, and Turkey, where they make commitments to each other as to how they will support ending of the conflict, including emphasising the confidence-building measure that parties need to undertake, such as release of detainees.",https://pax.peaceagreements.org/agreements/2095/,https://pax.peaceagreements.org/media/documents/ag2095_5be55f4ba689e.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2095/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2095_5be55f4ba689e.pdf"" target=""_blank"">View agreement PDF</a>",SYR,,299,Russia
1,C4,7552,2115,"Joint Statement by Iran, Russia and Turkey on the International Meeting on Syria in Astana, 14-15 May 2018 (15/05/2018)",party,CON_21,Russia,RUS,CON,Country/State,P5,Russia,RUS,365,Europe and Eurasia,Europe,Russia (RUS) is a Country/State actor (Russia). ,21,57,Government of Russia (Soviet Union),https://ucdp.uu.se/actor/57,Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,"Implementation, 15 May 2018",115,Syrian peace process,Syria,Interstate/mixed,Implementation,2018-05-15,2018,"Nine point joint statement on the Astana Process, reaffirming the sovereignty, independence, unity and territorial integrity of Syria, the implementation of the de-escalation zones on a temporary basis; the need to fight terrorism; welcomed the work of the Working Group on the release of detainees/abductees; and confirmed UNSC resolution 2265.",https://pax.peaceagreements.org/agreements/2115/,https://pax.peaceagreements.org/media/documents/ag2115_5be57e03ac860.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2115/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2115_5be57e03ac860.pdf"" target=""_blank"">View agreement PDF</a>",SYR,,299,Russia
1,C4,7551,2115,"Joint Statement by Iran, Russia and Turkey on the International Meeting on Syria in Astana, 14-15 May 2018 (15/05/2018)",party,CON_289,Iran (Islamic Republic of),IRN,CON,Country/State,,Iran,IRN,630,Middle East and North Africa,Asia,Iran (Islamic Republic of) (IRN) is a Country/State actor (Iran). ,289,114,Government of Iran,https://ucdp.uu.se/actor/114,Government of Iran (1989-),Government of Iran (1989-),"Implementation, 15 May 2018",115,Syrian peace process,Syria,Interstate/mixed,Implementation,2018-05-15,2018,"Nine point joint statement on the Astana Process, reaffirming the sovereignty, independence, unity and territorial integrity of Syria, the implementation of the de-escalation zones on a temporary basis; the need to fight terrorism; welcomed the work of the Working Group on the release of detainees/abductees; and confirmed UNSC resolution 2265.",https://pax.peaceagreements.org/agreements/2115/,https://pax.peaceagreements.org/media/documents/ag2115_5be57e03ac860.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2115/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2115_5be57e03ac860.pdf"" target=""_blank"">View agreement PDF</a>",SYR,,299,Russia
1,C4,7553,2115,"Joint Statement by Iran, Russia and Turkey on the International Meeting on Syria in Astana, 14-15 May 2018 (15/05/2018)",party,CON_562,Turkey,TUR,CON,Country/State,,Turkey,TUR,640,Europe and Eurasia,Asia,Turkey (TUR) is a Country/State actor (Turkey). ,562,115,Government of Turkey,https://ucdp.uu.se/actor/115,Government of Turkey (2016-),Government of Turkey (2002-2016) | Government of Turkey (2016-),"Implementation, 15 May 2018",115,Syrian peace process,Syria,Interstate/mixed,Implementation,2018-05-15,2018,"Nine point joint statement on the Astana Process, reaffirming the sovereignty, independence, unity and territorial integrity of Syria, the implementation of the de-escalation zones on a temporary basis; the need to fight terrorism; welcomed the work of the Working Group on the release of detainees/abductees; and confirmed UNSC resolution 2265.",https://pax.peaceagreements.org/agreements/2115/,https://pax.peaceagreements.org/media/documents/ag2115_5be57e03ac860.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2115/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2115_5be57e03ac860.pdf"" target=""_blank"">View agreement PDF</a>",SYR,,299,Russia
1,C4,7555,2117,Statement by the Trilateral Contact Group and the representatives of certain areas of Donetsk and Luhansk regions calling for ceasefire (02/03/2018),party,CON_21,Russia,RUS,CON,Country/State,P5,Russia,RUS,365,Europe and Eurasia,Europe,Russia (RUS) is a Country/State actor (Russia). ,21,57,Government of Russia (Soviet Union),https://ucdp.uu.se/actor/57,Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,"Renewal, 2 March 2018",121,Ukraine peace process,Ukraine,Intrastate,Renewal,2018-03-02,2018,The parties reaffirm commitment to ceasefire and Minsk agreements,https://pax.peaceagreements.org/agreements/2117/,https://pax.peaceagreements.org/media/documents/ag2117_5be58001cc691.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2117/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2117_5be58001cc691.pdf"" target=""_blank"">View agreement PDF</a>",UKR,,13306,Russia
1,C4,7560,2118,Statement by the Trilateral Contact Group on re-commitment to the ceasefire (26/03/2018),party,CON_21,Russia,RUS,CON,Country/State,P5,Russia,RUS,365,Europe and Eurasia,Europe,Russia (RUS) is a Country/State actor (Russia). ,21,57,Government of Russia (Soviet Union),https://ucdp.uu.se/actor/57,Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,"Renewal, 26 March 2018",121,Ukraine peace process,Ukraine,Intrastate,Renewal,2018-03-26,2018,"In this agreement, the Trilateral Contact Group (Ukraine, Russia, OSCE) reaffirm commitment to a ceasefireand the implementation of the Minsk agreements",https://pax.peaceagreements.org/agreements/2118/,https://pax.peaceagreements.org/media/documents/ag2118_5be580a3c7a07.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2118/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2118_5be580a3c7a07.pdf"" target=""_blank"">View agreement PDF</a>",UKR,,13306,Russia
1,C4,7622,2169,Memorandum on Stabilisation of the Situation in the Idlib De-escalation Area (17/09/2018),party,CON_21,Russia,RUS,CON,Country/State,P5,Russia,RUS,365,Europe and Eurasia,Europe,Russia (RUS) is a Country/State actor (Russia). ,21,57,Government of Russia (Soviet Union),https://ucdp.uu.se/actor/57,Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,"Implementation, 17 September 2018",115,Syrian peace process,Russia/Syria/Turkey,Interstate/mixed,Implementation,2018-09-17,2018,,https://pax.peaceagreements.org/agreements/2169/,https://pax.peaceagreements.org/media/documents/ag2169_5ca61be7a5208.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2169/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2169_5ca61be7a5208.pdf"" target=""_blank"">View agreement PDF</a>",SYR,,299,Russia
1,C4,7621,2169,Memorandum on Stabilisation of the Situation in the Idlib De-escalation Area (17/09/2018),party,CON_562,Turkey,TUR,CON,Country/State,,Turkey,TUR,640,Europe and Eurasia,Asia,Turkey (TUR) is a Country/State actor (Turkey). ,562,115,Government of Turkey,https://ucdp.uu.se/actor/115,Government of Turkey (2016-),Government of Turkey (2002-2016) | Government of Turkey (2016-),"Implementation, 17 September 2018",115,Syrian peace process,Russia/Syria/Turkey,Interstate/mixed,Implementation,2018-09-17,2018,,https://pax.peaceagreements.org/agreements/2169/,https://pax.peaceagreements.org/media/documents/ag2169_5ca61be7a5208.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2169/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2169_5ca61be7a5208.pdf"" target=""_blank"">View agreement PDF</a>",SYR,,299,Russia
1,C4,7662,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_10,Netherlands,NTH,CON,Country/State,,Netherlands,NLD,210,,Europe,Netherlands (NTH) is a Country/State actor (Netherlands). ,10,30,Government of Netherlands,https://ucdp.uu.se/actor/30,Government of the Netherlands (2010-),Government of the Netherlands (2010-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7657,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_636,Greece,GRC,CON,Country/State,,Greece,GRC,350,Europe and Eurasia,Europe,Greece (GRC) is a Country/State actor (Greece). ,636,52,Government of Greece,https://ucdp.uu.se/actor/52,Government of Greece (2019-),Government of Greece (2015-2019) | Government of Greece (2019-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7656,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_2,Germany,GMY,CON,Country/State,,Germany,DEU,260,Europe and Eurasia,Europe,Germany (GMY) is a Country/State actor (Germany). ,2,37,Government of Germany,https://ucdp.uu.se/actor/37,Government of Germany (2021-),Government of Germany (2005-2021) | Government of Germany (2021-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7655,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_7,France,FRN,CON,Country/State,P5,France,FRA,220,Europe and Eurasia,Europe,France (FRN) is a Country/State actor (France). ,7,33,Government of France,https://ucdp.uu.se/actor/33,Government of France (2017-),Government of France (2017-) | Government of France (2017-) French Guiana | Government of France (2017-) Guadeloupe | Government of France (2017-) Martinique | Government of France (2017-) Saint-Barthelemy | Government of France (2017-) Saint-Martin,"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7654,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_159,Ethiopia,ETH,CON,Country/State,,Ethiopia,ETH,530,Africa (excl MENA),Africa,Ethiopia (ETH) is a Country/State actor (Ethiopia). ,159,97,Government of Ethiopia,https://ucdp.uu.se/actor/97,Government of Ethiopia (2018-),Government of Ethiopia (1991-2018) | Government of Ethiopia (2018-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7653,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_82,Egypt,EGY,CON,Country/State,,Egypt,EGY,651,,Africa,Egypt (EGY) is a Country/State actor (Egypt). ,82,117,Government of Egypt,https://ucdp.uu.se/actor/117,Government of Egypt (2014-),Government of Egypt (2012-2013) | Government of Egypt (2013-2014) | Government of Egypt (2014-) | Government of Egypt (1981-2011) | Government of Egypt (2011-2012),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7658,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_139,Italy,ITA,CON,Country/State,,Italy,ITA,325,,Europe,Italy (ITA) is a Country/State actor (Italy). ,139,44,Government of Italy,https://ucdp.uu.se/actor/44,Government of Italy (2018-),Government of Italy (2018-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7652,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_637,Czechia,CZR,CON,Country/State,,Czechia,CZE,316,,Europe,Czechia (CZR) is a Country/State actor (Czechia). ,637,42,Government of Czech Republic,https://ucdp.uu.se/actor/42,Government of the Czech Republic (2021-),Government of the Czech Republic (2018-2021) | Government of the Czech Republic (2021-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7650,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_157,Chad,CHA,CON,Country/State,,Chad,TCD,483,Africa (excl MENA),Africa,Chad (CHA) is a Country/State actor (Chad). ,157,87,Government of Chad,https://ucdp.uu.se/actor/87,Government of Chad (2021-),Government of Chad (1990-2021) | Government of Chad (2021-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7649,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_11,Canada,CAN,CON,Country/State,,Canada,CAN,20,,Americas,Canada (CAN) is a Country/State actor (Canada). ,11,4,Government of Canada,https://ucdp.uu.se/actor/4,Government of Canada (2015-),Government of Canada (2015-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7648,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_588,Austria,AUS,CON,Country/State,,Austria,AUT,305,,Europe,Austria (AUS) is a Country/State actor (Austria). ,588,39,Government of Austria,https://ucdp.uu.se/actor/39,Government of Austria (2019-),Government of Austria (2019-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7647,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_255,Algeria,ALG,CON,Country/State,,Algeria,DZA,615,Middle East and North Africa,Africa,Algeria (ALG) is a Country/State actor (Algeria). ,255,109,Government of Algeria,https://ucdp.uu.se/actor/109,Government of Algeria (2019-),Government of Algeria (1999-2019) | Government of Algeria (2019-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7651,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_20,China,CHN,CON,Country/State,P5,China,CHN,710,Asia and Pacific,Asia,China (CHN) is a Country/State actor (China). ,20,135,Government of China,https://ucdp.uu.se/actor/135,Government of China (2012-),Government of China (2012-) | Government of China (2017-) Hong Kong Special Administrative Region | Government of China (2019-) Macau Special Administrative Region,"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7661,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_228,Morocco,MOR,CON,Country/State,,Morocco,MAR,600,Middle East and North Africa,Africa,Morocco (MOR) is a Country/State actor (Morocco). ,228,108,Government of Morocco,https://ucdp.uu.se/actor/108,Government of Morocco (1999-),Government of Morocco (1999-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
1,C4,7659,2230,"Palermo Conference for and with Libya, Conclusions (13/11/2018)",party,CON_78,Jordan,JOR,CON,Country/State,,Jordan,JOR,663,Middle East and North Africa,Asia,Jordan (JOR) is a Country/State actor (Jordan). ,78,120,Government of Jordan,https://ucdp.uu.se/actor/120,Government of Jordan (1999-),Government of Jordan (1999-),"Pre-negotiation, 13 November 2018",70,Libyan peace process,Libya,Interstate/mixed,Pre-negotiation,2018-11-13,2018,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019.",https://pax.peaceagreements.org/agreements/2230/,https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/2230/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag2230_5e32b2e32128a.pdf"" target=""_blank"">View agreement PDF</a>",LBY,,11346,Russia
